filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
sabzcalendar_001.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_002.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of July and August.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه مرداد نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_003.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_004.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of July August and September.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه شهریور نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_005.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_006.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of September and October.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه مهر نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_007.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_008.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of October and November.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه آبان نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_009.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_010.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of November and December.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه آذر نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_011.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_012.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of March and April.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه فروردین نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_013.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of December and January.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه دی نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_014.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_015.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of January and February.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه بهمن نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_016.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_017.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of February and March.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه اسفند نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_018.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for March of 2010 through March of 2011.,این پوستر تقویمی را برای روادید مربوط به جنبش سبز در سال ۱۳۸۸ نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_019.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_020.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a calendar of Green Movement related events for the months of April and May.,این عکس تقویمی را برای روادید مربوط به جنبش سبز برای ماه اردیبهشت نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Calendar of Green Movement Events,تقویم روادید جنبش سبز,still image,"35.724842, 51.381653",Posters,پوستر
sabzcalendar_021.jpg,۱۳۸۸,2009,1905-07-01,,,Tehran,تهران,Iran,ایران,This poster displays a poem commemorating the Green Movement.,این پوستر شعری را در بزرگداشت جنبش سبز نشان میدهد.,Symbolic Resistance / Green Movement,مقاومت نمادین / جنبش سبز,,,Green Poetry,شعر سبز,still image,"35.724842, 51.381653",Posters,پوستر
