filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),"Lat, Lon"
rasatv3_050.mp4,۱۳۹۰/۰۶/۱۴,9/5/11,2011-09-05,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the second anniversary of formation of the Green Path of Hope.,این ویدیو به گزارش تلویزون رسا از دومین سالگرد تاسیس راه سبز امید اختصاص داده شده است.,RASA TV / Green Movement,جنبش سبز / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_051.mp4,۱۳۹۰/۰۳/۱۸,6/8/11,2011-06-08,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the formation of the Green Movement.,این ویدیو به گزارش تلویزون رسا از چگونگی تشکیل جنبش سبز اختصاص داده شده است.,RASA TV / Green Movement,جنبش سبز / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_052.mp4,۱۳۹۰/۰۱/۰۹,3/29/11,2011-03-29,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Iran’s economic downturn in 2010.,این ویدیو به گزارش تلویزون رسا از وضعیت رکود اقتصادی ایران در سال ۱۳۸۹ اختصاص داده شده است.,RASA TV / Economy,اقتصاد / تلویزون رسا  ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_053.mp4,۱۳۹۰/۰۱/۱۰,3/30/11,2011-03-30,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Iran’s economic downturn in 2010.,این ویدیو به گزارش تلویزون رسا از وضعیت رکود اقتصادی ایران در سال ۱۳۸۹ اختصاص داده شده است.,RASA TV / Economy,اقتصاد / تلویزون رسا  ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_054.mp4,۱۳۹۰/۰۳/۲۶,6/16/11,2011-06-16,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the martyrdom of Kianoosh Asa.,این ویدیو به گزارش تلویزون رسا از شهادت کیانوش آسا اختصاص داده شده است.,RASA TV / Police Brutality,  خشونت پلیس / تلویزون رسا,Kianoosh Asa,کیانوش آسا,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_055.mp4,۱۳۹۰/۰۳/۱۰,5/31/11,2011-05-31,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the roles of Zahra Rahnavard, the wife of Mir Hossein Mousavi, and Fatemeh Karroubi, the wife of Mehdi Karroubi, in the Green Movement. ",این ویدیو به گزارش تلویزون رسا از نقش زهرا رهنورد، همسر میر حسین موسوی، و فاطمه کروبی، همسر مهدی کروبی، در جنبش سبز اختصاص داده شده است.,RASA TV / Green Movement,جنبش سبز / تلویزون رسا ,Zahra Rahnavard / Mir-Hossein Mousavi / Fatemeh Karroubi / Mehdi Karroubi,مهدی کروبی / فاطمه کروبی / میر حسین موسوی / زهرا رهنورد,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_056.mp4,۱۳۹۰/۰۷/۱۶,10/8/11,2011-10-08,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the imprisonment of Mohammad Hossein Khurik.,این ویدیو به گزارش تلویزون رسا از زندانی شدن محمد حسین خوریک اختصاص داده شده است.,RASA TV / Prisoner of Conscience,زندانی عقیدتی,Mohammad Hossein Khourbak,محمد حسین خوربک,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_057.mp4,۱۳۹۰/۰۴/۲۵,7/16/11,2011-07-16,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the martyrdom of Mohammad Kamrani.,این ویدیو به گزارش تلویزون رسا از شهادت محمد کامرانی اختصاص داده شده است.,RASA TV / Police Brutality,خشونت پلیس /  تلویزون رسا,Mohammad Kamrani,محمد کامرانی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_058.mp4,۱۳۹۰/۰۳/۰۳,5/24/11,2011-05-24,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on Mohammad Khatami’s recent speech about historical events that happened on May 22, 1997. ",این ویدیو به گزارش تلویزون رسا از سخنرانی,RASA TV / Islamic Republic,جمهوری اسلامی / تلویزون رسا ,Mohammad Khatami,محمد خاتمی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42152"
rasatv3_059.mp4,۱۳۹۰/۰۳/۱۲,6/2/11,2011-06-02,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the several reformists and prominent names who were detained after the 2009 presidential election.,این ویدیو به گزارش تلویزون رسا از چهره,RASA TV / Reformists / Prisoner of Conscience,زندانی عقیدتی,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42153"
rasatv3_060.mp4,۱۳۹۰/۰۱/۲۱,4/10/11,2011-04-10,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on Javid Ghorban-Oghli’s recent article, in which he analyzes Iran’s foreign policies in 2010. ",این ویدیو به گزارش تلویزون رسا از مقاله,RASA TV / Foreign Affairs, سیاست خارجه / تلویزون رسا ,Javid Ghorban-Oghli,جاوید قربان اوغلی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42154"
rasatv3_061.mp4,۱۳۹۰/۰۲/۲۵,5/15/11,2011-05-15,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on complaints of the Iranian political prisoners about violation of human rights in prisons.,این ویدیو به گزارش تلویزون رسا از شکایت زندانیان سیاسی از نقض حقوق بشر در زندانها اختصاص داده شده است. ,RASA TV / Prisoner of Conscience / Human Rghts ,حقوق بشر / زندانی عقیدتی,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42155"
rasatv3_062.mp4,۱۳۹۰/۰۲/۲۶,5/16/11,2011-05-16,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on complaints of the Iranian political prisoners about violation of human rights in prisons.,این ویدیو به گزارش تلویزون رسا از شکایت زندانیان سیاسی از نقض حقوق بشر در زندانها اختصاص داده شده است. ,RASA TV / Prisoner of Conscience / Human Rghts ,حقوق بشر / زندانی عقیدتی,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42156"
rasatv3_063.mp4,۱۳۹۰/۰۲/۲۴,5/14/11,2011-05-14,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on complaints of the Iranian political prisoners about violation of human rights in prisons.,این ویدیو به گزارش تلویزون رسا از شکایت زندانیان سیاسی از نقض حقوق بشر در زندانها اختصاص داده شده است. ,RASA TV / Prisoner of Conscience / Human Rghts ,حقوق بشر / زندانی عقیدتی,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42157"
rasatv3_064.mp4,۱۳۹۰/۰۳/۱۶,6/6/11,2011-06-06,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the laws and purposes of Islamic governments.,این ویدیو به گزارش تلویزون رسا از اهداف و قوانین نظام اسلامی اختصاص داده شده است.,RASA TV / Islamic Republic,جمهوری اسلامی / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42158"
rasatv3_065.mp4,۱۳۹۰/۰۱/۳۰,4/19/11,2011-04-19,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Ahmadinejad’s economic policies.,این ویدیو به گزارش تلویزون رسا از سیاستهای اقتصادی محمود احمدی,RASA TV / Economy,اقتصاد / تلویزون رسا ,Mahmoud Ahmadinejad,محمود احمدی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42159"
rasatv3_066.mp4,۱۳۹۰/۰۳/۲۰,6/10/11,2011-06-10,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on disconnection of all phone lines and internet services hours before the Iranian 2009 presidential election.,این ویدیو به گزارش تلویزون رسا از قطع تمامی,RASA TV / 2009 Elections / Suppression,سرکوب / انتخابات ۱۳۸۸ / تلویزیون رسا,Mahmoud Ahmadinejad / Ali Khamenei,علی خامنه ای / محمود احمدی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42160"
rasatv3_067.mp4,۱۳۹۰/۰۲/۳۱,5/21/11,2011-05-21,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the political reforms Iran has gone through during the past eight years.,این ویدیو به گزارش تلویزون رسا از اصلاحات سیاسی ایران در طول هشت سال گذشته اختصاص داده شده است.,RASA TV / Reform,اصلاحات / تلویزون رسا ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42161"
rasatv3_068.mp4,۱۳۹۰/۰۳/۰۵,5/26/11,2011-05-26,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on candidacy of Mehdi Karroubi for the Iranian 2009 presidential election.,این ویدیو به گزارش تلویزون رسا از کاندید شدن مهدی کروبی برای انتخابات ریاست جمهوری سال ۱۳۸۸ اختصاص داده شده است.,RASA TV / 2009 Elections,انتخابات ۱۳۸۸ / تلویزیون رسا,Mehdi Karroubi,مهدی کروبی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42162"
rasatv3_069.mp4,۱۳۹۰/۰۸/۲۲,11/13/11,2011-11-13,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the imprisonment of Mohammad-Reza Rajabi, who was detained after the 2009 presidential election.",این ویدیو به گزارش تلویزون رسا از زندانی شدن محمدرضا رجبی که پس انتخابات ریاست جمهوری سال ۱۳۸۸ دستگیر شد اختصاص داده شده است.,RASA TV / Prisoner of Conscience, زندانی عقیدتی,Mohammad-Reza Rajabi,محمدرضا رجبی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42163"
rasatv3_070.mp4,۱۳۹۰/۰۵/۲۹,8/20/11,2011-08-20,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the life and accomplishments of Zahra Rahnavard, the wife of Mir Hossein Mousavi. ",این ویدیو به گزارش تلویزون رسا از زندگی,RASA TV / 2009 Elections,انتخابات ۱۳۸۸ / تلویزیون رسا,Zahra Rahnavard / Mir-Hossein Mousavi,میر حسین موسوی / زهرا رهنورد,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42164"
rasatv3_071.mp4,۱۳۹۰/۰۷/۲۸,10/20/11,2011-10-20,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the life and accomplishments of Alireza rajaei, a political prisoner and a former journalist. ",این ویدیو به گزارش تلویزون رسا از زندگی,RASA TV / Prisoner of Conscience, زندانی عقیدتی,Alireza Rajaei,علیرضا رجائی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42165"
rasatv3_072.mp4,۱۳۹۰/۰۳/۱۵,6/5/11,2011-06-05,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the funeral of Haleh Sahabi, a democracy activist who died at her father’s funeral. ",این ویدیو به گزارش تلویزون رسا از مراسم سوگواری هاله سحابی، فعال دموکراسی,RASA TV / Police Brutality,خشونت پلیس /  تلویزون رسا,Haleh Sahabi / Ezzatollah Sahabi,عزت,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42166"
rasatv3_073.mp4,۱۳۹۰/۰۶/۲۹,9/20/11,2011-09-20,,,Geneva,ژنو ,Switzerland,سویس,This video is a RASA TV report on one of the meetings of the General Assembly of United Nations during which the violation of human rights in Iran was discussed. ,این ویدیو به گزارش تلویزون رسا از یکی,RASA TV / United Nations / Human Rights,حقوق بشر / سازمان ملل متحد / تلویزون رسا ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"46.2044, 6.1432"
rasatv3_074.mp4,۱۳۹۰/۰۶/۲۷,9/18/11,2011-09-18,United Nations Office at Geneva,دفتر سازمان ملل متحد در ژنو,Geneva,ژنو ,Switzerland,سویس,This video is a RASA TV report on a number of Syrian staging a protest in front of the European office of the United Nations in Geneva.,این ویدیو به گزارش تلویزون رسا از تظاهرات معترضین سوری در مقابل دفتر اروپایی سازمان ملل متحد در ژنو اختصاص داده شده است.,RASA TV / Syria / United Nations ,سازمان ملل متحد / سوریه / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"46.226674, 6.140292"
rasatv3_075.mp4,۱۳۹۰/۰۳/۰۳,5/24/11,2011-05-24,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on candidacy of Mir Hossein Mousavi for the Iranian 2009 presidential election.,این ویدیو به گزارش تلویزون رسا از کاندید شدن میر حسین موسوی برای انتخابات ریاست جمهوری سال ۱۳۸۸ اختصاص داده شده است. ,RASA TV / 2009 Elections,انتخابات ۱۳۸۸ / تلویزیون رسا,Mir-Hossein Mousavi,میر حسین موسوی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_076.mp4,۱۳۹۰/۰۲/۲۸,5/18/11,2011-05-18,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the history of political Messianism in Iran.,این ویدیو به گزارش تلویزون رسا از تاریخ موعود گرایی سیاسی در ایران اختصاص داده شده است.,RASA TV / Political Messianism , موعود گرایی سیاسی / تلویزون رسا ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_077.mp4,۱۳۹۰/۰۲/۰۵,4/25/11,2011-04-25,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on an open letter sent to the Iranian clerics by a group of political prisoners.,این ویدیو به گزارش تلویزون رسا از نامهٔ سر باز گروهی از زندانیان سیاسی به روحانیون دینی در ایران اختصاص داده شده است.,RASA TV / Clergy / Prisoner of Conscience,زندانی عقیدتی,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_078.mp4,۱۳۹۰/۰۲/۰۶,4/26/11,2011-04-26,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on an open letter by Davoud Soleymani, a political prisoner, to his wife and children. ",این ویدیو به گزارش تلویزون رسا از نامهٔ سر باز داوود سلیمانی، زندانی سیاسی، به همسر و فرزندانش اختصاص داده شده است.,RASA TV / Prisoner of Conscience, زندانی عقیدتی,Davoud Soleymani,داوود سلیمانی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_079.mp4,۱۳۹۰/۰۲/۰۳,4/23/11,2011-04-23,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Feizollah Arabsorkhi’s recent article on foreign policies of Ahmadinejad’s administration.,این ویدیو به گزارش تلویزون رسا مقاله,RASA TV / Prisoner of Conscience / Foreign Affairs, سیاستهای خارجی,Feizollah Arabsorkhi / Mahmoud Ahmadinejad,محمود احمدی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_080.mp4,۱۳۹۰/۰۲/۲۷,5/17/11,2011-05-17,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on exclusion of independent publishers from Tehran International Book Fair.,این ویدیو به گزارش تلویزون رسا از محروم سازی منتشرین مستقل از نمایشگاه بین,RASA TV / Suppression / Press,مطبوعات / سرکوب / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_081.mp4,۱۳۹۰/۰۶/۳۰,9/21/11,2011-09-21,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on one of the meetings of the General Assembly of United Nations during which the violation of human rights in Iran was discussed. ,این ویدیو به گزارش تلویزون رسا از یکی,RASA TV / United Nations / Human Rights,حقوق بشر / سازمان ملل متحد / تلویزون رسا ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_082.mp4,۱۳۹۰/۰۱/۲۷,4/16/11,2011-04-16,,, Kurdistan (Iran),کردستان,Iran,ایران,Rasa TV video reports on the developments in Kurdish areas of Iran.,این گزارش تلویزیون رسا به روند توسعه در مناطق کردنشین ایران می,Rasa TV / Kurd,کرد / تلویزیون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.9554, 47.1362"
rasatv3_083.mp4,۱۳۹۰/۰۸/۳۰,11/21/11,2011-11-21,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the political activities of Mostafa Tazdaeh, a political prisoner.  ",این ویدیو به گزارش تلویزون رسا از فعالیتهای سیاسی مصطفی تاجزاده، زندانی سیاسی، اختصاص داده شده است.,RASA TV / Prisoner of Conscience, زندانی عقیدتی,Mostafa Tajzadeh,مصطفی تاجزاده,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_084.mp4,۱۳۹۰/۰۴/۱۰,7/1/11,2011-07-01,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the ninth statement released by Mir Hossein Mousavi, one of the Green Movement leaders. ",این ویدیو به گزارش تلویزون رسا از نهمین بیانیه منتشر شده توسط میر حسین موسوی، یکی,RASA TV / Green Movement , جنبش سبز / تلویزون رسا ,Mir-Hossein Mousavi,میر حسین موسوی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_085.mp4,۱۳۹۰/۰۴/۰۹,6/30/11,2011-06-30,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the political activities of Esmaeil Sahabeh, a political prisoner.  ",این ویدیو به گزارش تلویزون رسا از فعالیتهای سیاسی اسماعیل صحابه، زندانی سیاسی، اختصاص داده شده است.,RASA TV / Prisoner of Conscience, زندانی عقیدتی,Esmaeil Sahabeh,اسماعیل صحابه,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_086.mp4,۱۳۹۰/۰۵/۰۲,7/24/11,2011-07-24,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on public concerns about the health conditions of the Green Movement leaders.,این ویدیو به گزارش تلویزون رسا از نگرانی عمومی,RASA TV / Green Movement ,جنبش سبز / تلویزون رسا,Mir-Hossein Mousavi / Mehdi Karroubi,مهدی کروبی / میر حسین موسوی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_087.mp4,۱۳۹۰/۰۳/۱۱,6/1/11,2011-06-01,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the deliberate manipulation of Iran's 2009 presidential election outcomes.,این ویدیو به گزارش تلویزون رسا از دستکاری در نتایج انتخابات ریاست جمهوری سال ۱۳۸۸ اختصاص داده شده است.,RASA TV / 2009 Elections, انتخابات ۱۳۸۸ / تلویزیون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_088.mp4,۱۳۹۰/۰۳/۱۳,6/3/11,2011-06-03,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the events that lead to the death of Haleh Sahabi and her father, Ezzatollah Sahabi.",این ویدیو به گزارش تلویزون رسا از اتفاقاتی که مجرب به مرگ هاله سحابی و پدرش، عزت,RASA TV / Police Brutality,خشونت پلیس /  تلویزون رسا,Haleh Sahabi / Ezzatollah Sahabi,عزت,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_089.mp4,۱۳۸۹/۱۲/۲۵,5/16/11,2011-05-16,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the reaction of Iranian conservatives to Hashemi Rafsanjani, the chairman of the assembly of experts, withdrawing his candidacy for re-election.  ",این ویدیو به گزارش تلویزون رسا از واکنش محافظه کاران به کناره,RASA TV / Assembly of Experts,مجلس خبرگان / تلویزون رسا,Akbar Hashemi Rafsanjani,اکبر هاشمی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_090.mp4,۱۳۹۰/۰۳/۰۵,5/26/11,2011-05-26,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV interview with Siamak Gheleichkhani, a journalist, regarding the life and accomplishments of Naser Hejazi. ",این ویدیو به مصاحبه تلویزیون رسا با سیامک قیلچ خانی، روزنامه نگار، پیرامون زندگی و دستاوردهای ناصر حجازی اختصاص داده شده است.,RASA TV / Sport,ورزش / تلویزیون رسا,Siamak Gheleichkhani / Nasser Hejazi, ناصر حجازی / سیامک قیلچ خانی,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_091.mp4,۱۳۹۰/۰۲/۱۹,5/9/11,2011-05-09,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the terrifying banking crisis in Iran. ,این ویدیو به گزارش تلویزون رسا از وضعیت نگران کننده  بحران بانکهای ایران اختصاص داده شده است.,RASA TV / Economy,اقتصاد / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_092.mp4,۱۳۹۰/۰۲/۲۰,5/10/11,2011-05-10,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on an Iranian documentary about Imam Mahdi called “the Coming is Upon Us”. ,این ویدیو به گزارش تلویزون رسا از مستند ساخته شده در ایران مربوط به امام زمان به نام “ظهور نزدیک است” اختصاص داده شده است.,RASA TV / Islamic Republic,جمهوری اسلامی / تلویزون رسا ,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_093.mp4,۱۳۹۰/۰۲/۲۹,5/19/11,2011-05-19,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the Happy New Year message from the Coordination Council of the Green Path of Hope.,این ویدیو به گزارش تلویزون رسا پیام نوروزی شورای هماهنگی,RASA TV / Green Movement ,جنبش سبز / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_094.mp4,۱۳۹۰/۰۲/۱۸,5/8/11,2011-05-08,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on International Monetary Fund forecasts of Iran’s economic performance in 2011. ,این ویدیو به گزارش تلویزیون رسا از پیش بینی,RASA TV / Economy,اقتصاد / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_095.mp4,۱۳۹۰/۰۱/۱۸,4/7/11,2011-04-07,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on an article written by Habibollah Peyman, the founder and leader of the Movement of Militant Muslims, about the 2009 presidential election.  ",این ویدیو به گزارش تلویزون رسا از یک مقاله نوشته شده توسط حبیب الله پیمان، بنیانگزار و رهبر جنبش مسلمانان مبارز، پیرامون انتخابات ریاست جمهوری  سال ۱۳۸۸ اختصاص داده شده است.,RASA TV / Militant Muslims Movement, جنبش مسلمانان مبارز /  / تلویزون رسا,Habibollah Peyman,حبیب الله پیمان,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_096.mp4,۱۳۹۰/۰۱/۱۶,4/5/11,2011-04-05,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on an article written by Habibollah Peyman, the founder and leader of the Movement of Militant Muslims, about the 2009 presidential election.  ",این ویدیو به گزارش تلویزون رسا از یک مقاله نوشته شده توسط حبیب الله پیمان، بنیانگزار و رهبر جنبش مسلمانان مبارز، پیرامون انتخابات ریاست جمهوری  سال ۱۳۸۸ اختصاص داده شده است.,RASA TV / Militant Muslims Movement, جنبش مسلمانان مبارز /  / تلویزون رسا,Habibollah Peyman,حبیب الله پیمان,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_097.mp4,۱۳۹۰/۱/۲۲,4/11/11,2011-04-11,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Iran’s foreign policy in 2010.,این ویدیو به گزارش تلویزون رسا از کارنامه سیاست خارجه ایران در سال ۱۳۸۸ اختصاص داده شده است.,RASA TV/ Foreign Affairs, سیاست خارجه / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_098.mp4,۱۳۹۰/۱/۲۳,4/12/11,2011-04-12,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on Iran’s foreign policy in 2010.,این ویدیو به گزارش تلویزون رسا از کارنامه سیاست خارجه ایران در سال ۱۳۸۸ اختصاص داده شده است.,RASA TV/ Foreign Affairs, سیاست خارجه / تلویزون رسا,,,RASA TV report,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_099.mp4,۱۳۹۰/۰۳/۰۶,5/27/11,2011-05-27,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on the role of Guardian Council in supervising Iran’s 2009 presidential election.,این ویدیو به گزارش تلویزون رسا از نقش شورای نگهبان در نظارت بر انتخابات ریاست جمهوری سال ۱۳۸۸ اختصاص داده شده است.,RASA TV / Guardian Council / 2009 Elections,انتخابات ۱۳۸۸ / شورای نگهبان / تلویزون رسا,,,RASA TV report ,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_100.mp4,۱۳۹۰/۰۶/۱۸,9/9/11,2011-09-09,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on formation of a committee by Mohammad Khatami, Mir Hossein Mousavi, and Mehdi Karroubi. The committee is to follow up on the health conditions of those injured during post-election protests. ",این ویدیو به گزارش تلویزون رسا از تشکیل یک کمیته پیگیری توسط محمد خاتمی، میر حسین موسوی و مهدی کروبی اختصاص داده شده است. هدف این کمیته پیگیری وضعیت آسیب دیدگان حوادث بعد از انتخابات می,RASA TV / Police Brutality,خشونت پلیس / تلویزون رسا,Mohammad Khatami / Mir-Hossein Mousavi / Mehdi Karroubi,مهدی کروبی / میر حسین موسوی / محمد خاتمی,RASA TV report ,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_102.mp4,۱۳۹۰/۰۴/۰۶,6/27/11,2011-06-27,,,Tehran (Iran),تهران,Iran,ایران,This video is a RASA TV report on worldwide reactions to the death of Hoda Saber and Haleh Sahabi.,این ویدیو به گزارش تلویزون رسا از واکنش بین المللی به مرگ هدا صابر و هاله سحابی اختصاص داده شده است.,RASA TV / Police Brutality,خشونت پلیس / تلویزون رسا,Hoda Saber / Haleh Sahabi,هاله سحابی / هدا صابر,RASA TV report ,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
rasatv3_103.mp4,۱۳۹۰/۰۴/۰۸,6/29/11,2011-06-29,,,Tehran (Iran),تهران,Iran,ایران,"This video is a RASA TV report on the political activities of Emad Bahavar, a political prisoner and head of the Youth Branch of Iran Freedom Movement. ",این ویدیو به گزارش تلویزون رسا از فعالیتهای سیاسی عماد بهاور، زندانی سیاسی و رئیس شاخه جوانان جنبش آزادی,RASA TV / Prisoner of Conscience / Iran Freedom Movement,جنبش آزادی,Emad Bahavar,عماد بهاور,RASA TV report ,گزارش تلویزیون رسا,moving image,Television programs,"35.69439, 51.42151"
