filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),"Lat, Lon"
rasatv2_041.mp4,۱۳۹۰/۰۵/۱۲,8/3/11,2011-08-03,,,Amsterdam,آمستردام,Netherland,هلند,"This is a RASA TV interview with Ali Honari, a political activist, regarding the Green Movement ambassadors’ meeting in Paris. ",این ویدیو به مصاحبه تلویزیون رسا با فعال سیاسی علی هنری پیرامون دیدار نمایندگان جنبش سبز در پاریس اختصاص دارد.,RASA TV,تلویزیون رسا,Ali Honari,علی هنری,RASA TV interview with Ali Honari,مصاحبه تلویزیون رسا با علی هنری,moving image,Television programs / Interviews,"52.3702, 4.8952"
rasatv2_042.mp4,۱۳۹۰/۰۶/۲۳,9/14/11,2011-09-14,,,Amsterdam,آمستردام,Netherland,هلند,"This is a RASA TV interview with Ali Honari, a political activist, regarding the six-year prison sentence of Ali Akbar Mohammadzadeh, a student activist. ",این ویدیو به مصاحبه تلویزیون رسا با فعال سیاسی علی هنری پیرامون حکم ۶ سال زندان برای علی اکبر محمد زاده فعال دانشجویی اختصاص دارد.,RASA TV,تلویزیون رسا,Ali Honari / Ali-Akbar Mohammadzadeh,علی هنری / علی اکبر محمد زاده,RASA TV interview with Ali Honari,مصاحبه تلویزیون رسا با علی هنری,moving image,Television programs / Interviews,"52.3702, 4.8952"
rasatv2_043.mp4,۱۳۹۰/۰۹/۰۹,11/30/11,2011-11-30,,,Tehran ,تهران,Iran,ایران,This is a RASA TV interview with Alireza Alavitabar regarding the attack on British embassy by the Basiji militia.,این ویدیو به مصاحبه تلویزیون رسا با علیرضا علوی تبار پیرامون حمله به سفارت انگلستان توسط نیروهای بسیجی اختصاص دارد.,RASA TV,تلویزیون رسا,Alireza Alavitabar,علیرضا علوی تبار,RASA TV interview with Alireza Alavitabar,مصاحبه تلویزیون رسا با علیرضا علوی تبار,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_044.mp4,۱۳۹۰/۰۶/۱۴,9/5/11,2011-09-05,,,Tehran ,تهران,Iran,ایران,This is a RASA TV interview with Alireza Haghighi regarding Mohsen Gharavian expressing his concern about the possibility of voter fraud in Iran’s upcoming election.,این ویدیو به مصاحبه تلویزیون رسا با علیرضا حقیقی پیرامون سخنان محسن غرویان درباره احتمال تقلب در انتخابات ایران اختصاص دارد.,RASA TV,تلویزیون رسا,Alireza Haghighi / Mohsen Gharavian,علیرضا حقیقی / محسن غرویان,RASA TV interview with Alireza Haghighi,مصاحبه تلویزیون رسا با علیرضا حقیقی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_045.mp4,۱۳۹۰/۰۹/۲۸,12/19/11,2011-12-19,,,Frankfurt,فرانکفورت,Germany,آلمان,"This is a RASA TV interview with Faraj Sarkouhi, a journalist, regarding the life of Vaclav Havel and his accomplishments. ",این ویدیو به مصاحبه تلویزیون رسا با فرج سرکوهی، روزنامه نگار، پیرامون زندگی و دستاورد های واتسلاو هاول اختصاص دارد.,RASA TV,تلویزیون رسا,Faraj Sarkouhi / Vaclav Havel,فرج سرکوهی / واتسلاو هاول,RASA TV interview with Faraj Sarkouhi,مصاحبه تلویزیون رسا با فرج سرکوهی,moving image,Television programs / Interviews,"50.1109, 8.6821"
rasatv2_046.mp4,۱۳۹۰/۰۹/۲۱,12/12/11,2011-12-12,,,London ,لندن,United Kingdom,انگلستان,"This is a RASA TV interview with Hossein Farokh Negahdar, a political activist, regarding the reactions to the attack on British embassy in Iran. ",این ویدیو به مصاحبه تلویزیون رسا با فرخ نگهدار، فعال سیاسی، پیرامون واکنش ها به حمله به سفارت انگلستان در ایران اختصاص دارد.,RASA TV,تلویزیون رسا,Farrokh Negahdar,فرخ نگهدار ,RASA TV interview with Farokh Negahdar,مصاحبه تلویزیون رسا با فرخ نگهدار,moving image,Television programs / Interviews,"51.5072, 0.1275"
rasatv2_047.mp4,۱۳۹۰/۰۶/۰۷,8/29/11,2011-08-29,,,Paris,پاریس,France,فرانسه,"This is a RASA TV interview with Fereydoun Khavand, an economist, regarding the strike in the Iranian capital's Bazaar and the role Bazaar plays in the economy of Iran. ",این ویدیو به مصاحبه تلویزیون رسا با فریدون خاوند، اقتصادان، پیرامون اعتصاب بازار تهران و نقش بازار در اقتصاد ایران اختصاص داده شده است.,RASA TV,تلویزیون رسا,Fereydoun Khavand,فریدون خاوند,RASA TV interview with Fereydoun Kahnvand,مصاحبه تلویزیون رسا با فریدون خاوند ,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_048.mp4,۱۳۹۰/۰۶/۲۲,9/13/11,2011-09-13,,,Tehran ,تهران,Iran,ایران,This is a RASA TV interview with Abdol Karim Lahiji regarding the United Nations asking Iran about the condition and location of the Green Movement leaders.,این ویدیو به مصاحبه تلویزیون رسا با عبدالکریم لاهیجی پیرامون درخواست سازمان ملل متحد از ایران برای مشخص کردن وضعیت و مکان نگهداری رهبران جنبش سبز اختصاص داده شده است.,RASA TV,تلویزیون رسا,Abdolkarim Lahiji,عبد الکریم لاهیجی,RASA TV interview with Abdol Karim Lahiji,مصاحبه تلویزیون رسا با عبدالکریم لاهیجی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_049.mp4,۱۳۹۰/۰۴/۰۱,6/22/11,2011-06-22,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Tahereh Taherian, mother of a political prisoner, Emad Bahavar, regarding the ongoing hunger strike of her son and other political prisoners in Evin prison. ",این ویدیو به مصاحبه تلویزیون رسا با طاهره طاهریان، مادر زندانی سیاسی عماد بهاور، پیرامون ادامهٔ اعتصاب غذای عماد و دیگر زندانیان سیاسی در زندان اوین اختصاص داده شده است.,RASA TV,تلویزیون رسا,Tahereh Taherian / Emad Bahavar,طاهره طاهریان / عماد بهاور,RASA TV interview with Tahereh taherian,مصاحبه تلویزیون رسا با طاهره طاهریان,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_050.mp4,۱۳۹۰/۰۶/۰۵,8/27/11,2011-08-27,,,Paris,پاریس,France,فرانسه,"This is a RASA TV interview with Mashallah Razmi, an environmentalist, regarding the drying of Lake Urmia. ",این ویدیو به مصاحبه تلویزیون رسا با ماشاالله رزمی، فعال محیط زیست، پیرامون خشک شدن دریاچه ارومیه اختصاص داده شده است.,RASA TV,تلویزیون رسا,Mashallah Razmi,ماشاالله رزمی,RASA TV interview with Mashallah Razmi,مصاحبه تلویزیون رسا با ماشاالله رزمی,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_051.mp4,۱۳۸۹/۱۲/۰۱,2/20/11,2011-02-20,,,Paris,پاریس,France,فرانسه,"This is a RASA TV interview with Mohammad Reza Heydari regarding the resignation of Ahmad Maleki, a high ranking diplomat in Iran’s Consular Office in Italy to protest human rights violations in Iran.  ",این ویدیو به مصاحبه تلویزیون رسا با محمد رضا حیدری پیرامون استعفای احمد ملکی، دیپلمات وزارت خارجهٔ ایران در سفارت کنسولگری ایتالیا در اعتراض به نقض حقوق بشر در ایران، اختصاص داده شده است.,RASA TV,تلویزیون رسا,Mohammad Reza Heydari / Ahmad Maleki,محمد رضا حیدری / احمد ملکی,RASA TV interview with Mohammad Reza Heydari,مصاحبه تلویزیون رسا با محمد رضا حیدری,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_052.mp4,۱۳۸۹/۱۲/۱۹,3/10/11,2011-03-10,,,Paris,پاریس,France,فرانسه,"This is a RASA TV interview with Fereydoun Khanvand, an economist, regarding the implantation of new restrictions on Iranian students. ",این ویدیو به مصاحبه تلویزیون رسا با فریدون خاوند، اقتصاددان، پیرامون محدودیتهای جدید علیه دانشجویانِ ایرانی اختصاص دارد.,RASA TV,تلویزیون رسا,Fereydoun Khavand,فریدون خاوند,RASA TV interview with Fereydoun Kahnvand,مصاحبه تلویزیون رسا با فریدون خاوند ,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_053.mp4,۱۳۹۰/۰۹/۱۳,12/4/11,2011-12-04,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Mohamad Nourizad, an Iranian filmmaker, regarding his recent criticisms of the Army of the Guardians of the Islamic Revolution and the Basiji militia. ",این ویدیو به مصاحبه تلویزیون رسا با محمد نوریزاد، فیلمساز ایرانی، به انتقادات اخیرش از سپاه پاسداران انقلاب اسلامی و سازمان بسیج اختصاص دارد.,RASA TV,تلویزیون رسا,Mohammad Nourizad,محمد نوریزاد,RASA TV interview with Mohammad Nourizad,مصاحبه تلویزیون رسا با محمد نوری زاد,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_054.mp4,۱۳۹۰/۰۴/۰۵,6/26/11,2011-06-26,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Mohamad Nourizadeh, an Iranian filmmaker, regarding the ongoing hunger strike of the political prisoners in Evin prison. ",این ویدیو به مصاحبه تلویزیون رسا با محمد نوریزاد پیرامون اعتصاب های غذای زندانیان سیاسی در زندان اوین اختصاص دارد.,RASA TV,تلویزیون رسا,Mohammad Nourizad,محمد نوریزاد,RASA TV interview with Mohammad Nourizad,مصاحبه تلویزیون رسا با محمد نوری زاد,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_055.mp4,۱۳۹۰/۰۸/۰۸,10/30/11,2011-10-30,,,,,Germany,آلمان,"This is a RASA TV interview with Mahmoud Tajali Mehr, an Iranian telecommunications expert, regarding Iran and Huawei’s new agreement in which Huawei helps Iran monitor its citizens’ phone calls. ",این ویدیو به مصاحبه تلویزیون رسا با محمود تجلی مهر، متخصص در زمینه مخابرات، پیرامون قرارداد ایران با شرکت هواوی برای لوازم شنود مخابراتی که اجازه شنود گفتگوهای تلفنی شهروندان را میدهد اختصاص دارد.,RASA TV,تلویزیون رسا,Mahmoud Tajali Mehr,محمود تجلی مهر,RASA TV interview with Mohammad Tajali Mehr,مصاحبه تلویزیون رسا با محمود تجلی مهر,moving image,Television programs / Interviews,"51.165691, 10.451526"
rasatv2_056.mp4,۱۳۹۰/۰۶/۲۸,8/19/11,2011-08-19,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Maryam Sharbatdar Ghods, wife of a political prisoner, Feyzollah Arabsokhri, regarding the restrictions and pressures on the family members of the political prisoners in Iran.  ",این ویدیو به مصاحبه تلویزیون رسا با مریم شربتدار قدس، همسر زندانی سیاسی فیض الله عرب سرخی، پیرامون محدودیتها و فشارهای موجود بروی خانواده های زندانیان سیاسی در ایران اختصاص دارد.,RASA TV,تلویزیون رسا,Maryam Sharbatdar Ghods / Feyzollah Arabsorkhi,مریم شربتدار قدس / فیض الله عرب سرخی,RASA TV interview with Maryam Sharbatdar Ghods,مصاحبه تلویزیون رسا با مریم شربتدار قدس,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_057.mp4,۱۳۹۰/۰۴/۱۸,7/9/11,2011-07-09,,,Stockholm,استکهلم,Sweden,سوئد,"This is a RASA TV interview with Morteza Eslahchi regarding the changes the student movements have gone through since the student protests of July, 1999. ",این ویدیو به مصاحبه تلویزیون رسا با مرتضی اصلاحچی پیرامون تغییرات در جنبش های دانشجویی از زمان تظاهرات های تیر ۷۸ اختصاص دارد.,RASA TV,تلویزیون رسا,Morteza Eslahchi,مرتضی اصلاحچی,RASA TV interview with Morteza Eslahchi,مصاحبه تلویزیون رسا با مرتضی اصلاحچی,moving image,Television programs / Interviews,"59.3293, 18.0686"
rasatv2_058.mp4,۱۳۹۰/۰۷/۱۵,10/7/11,2011-10-07,,,Kurdistan,کردستان,Iran,ایران,"This is a RASA TV interview with Masoud Kordpour, a human rights activist,  regarding the violation of human rights in Kurdistan. ",این ویدیو به مصاحبه تلویزیون رسا با مسعود کردپور، فعال حقوق بشر، پیرامون نقض حقوق بشر در کردستان اختصاص داده شده است.,RASA TV,تلویزیون رسا,Masoud Kordpour,مسعود کرد پور,RASA TV interview with Masoud Kordpour,مصاحبه تلویزیون رسا با مسعود کردپور,moving image,Television programs / Interviews,"35.9554, 47.1362"
rasatv2_059.mp4,۱۳۸۹/۰۹/۰۶,11/27/10,2010-11-27,,,Tehran ,تهران,Iran,ایران,This is a RASA TV interview with Jalal Jalalizadeh regarding a controversial comment made by Abbasali Kadkhodayi which has caused a conflict between the Iranian government and parliament.,این ویدیو به مصاحبه تلویزیون رسا با جلال جلالی زاده پیرامون اظهار نظر های بحث برانگیز عباسعلی کدخدایی که باعث کشمکش بین دولت و مجلس شده اختصاص دارد.,RASA TV,تلویزیون رسا,Jalal Jalalizadeh / Abbas Ali Kadkhodaei,جلال جلالی زاده / عباسعلی کدخدایی,RASA TV interview with Jalal Jalalizadeh,مصاحبه تلویزیون رسا با جلال جلالی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_060.mp4,۱۳۸۹/۱۱/۲۷,2/16/11,2011-02-16,,,Tehran,تهران,Iran,ایران,This is a RASA TV interview with an anonymous witness to the scuffling of the Basiji militia and undercover security agents with students at the funeral of Sane Jaleh. ,این ویدیو به مصاحبه تلویزیون رسا با یک شاهد عینی به درگیری نیروهای بسیجی و لباس شخصی ها با دانشجویان در مراسم ترحیم صانع ژاله اختصاص دارد.,RASA TV,تلویزیون رسا,Sane Jaleh,صانع ژاله,RASA TV interview with an anonymous witness,مصاحبه تلویزیون رسا با یک شاهد عینی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_061.mp4,۱۳۸۹/۱۲/۲۸,3/19/11,2011-03-19,,,Washington D.C. ,واشینگتن، دی. سی.,United States of America,ایالت متحد آمریکا,"This video is a RASA TV interview with Mojtaba Vahedi, a journalist who also served as Mehdi Karroubi’s senior advisor for years, regarding the latest updates on the condition of Mehdi Karroubi and his wife, Fatemeh Karroubi. ",این ویدیو به مصاحبه تلویزیون رسا با مجتبی واحدی، خبرنگاری که برای سال ها مشاور اسبق مهدی کروبی بود، پیرامون وضعیت جدید مهدی کروبی و همسرش فاطمه کروبی اختصاص دارد.,RASA TV,تلویزیون رسا,Mojtaba Vahedi / Mehdi Karroubi / Fatemeh Karroubi,مجتبی واحدی / مهدی کروبی / فاطمه کروبی,RASA TV interview with Mojtaba Vahedi,مصاحبه تلویزیون رسا با مجتبی واحدی,moving image,Television programs / Interviews,"38.89511, -77.03637"
rasatv2_062.mp4,۱۳۹۰/۰۶/۰۲,8/24/11,2011-08-24,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Zahra Nikpeyma, mother of Ashkan Sohrabi who was killed during one of the Green Movement protests, regarding the head of the judicial system of Iran, Sadegh Larijani, claiming that only one person was killed in all the Green Movement protests. ",این ویدیو به مصاحبه تلویزیون رسا با زهرا نیک پیما، مادر اشکان سهرابی، که در یکی از تظاهرات ها جنبش سبز کشته شد، پیرامون ادعای صادق لاریجانی در مورد اینکه فقط یک نفر در تمام تظاهرات های جنبش سبز کشته شد اختصاص دارد.,RASA TV,تلویزیون رسا,Zahra Nikpeyma / Ashkan Sohrabi / Sadegh Larijani,زهرا نیک پیما / اشکان سهرابی / صادق لاریجانی,RASA TV interview with Zahra Nikpeyma,مصاحبه تلویزیون رسا با زهرا نیک پیما ,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_063.mp4,۱۳۹۰/۰۶/۰۲,8/24/11,2011-08-24,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Zahra Nikpeyma, mother of Ashkan Sohrabi who was killed during one of the Green Movement protests, regarding the head of the judicial system of Iran, Sadegh Larijani, claiming that only one person was killed in all the Green Movement protests. ",این ویدیو به مصاحبه تلویزیون رسا با زهرا نیک پیما، مادر اشکان سهرابی، که در یکی از تظاهرات ها جنبش سبز کشته شد، پیرامون ادعای صادق لاریجانی در مورد اینکه فقط یک نفر در تمام تظاهرات های جنبش سبز کشته شد اختصاص دارد.,RASA TV,تلویزیون رسا,Zahra Nikpeyma / Ashkan Sohrabi / Sadegh Larijani,زهرا نیک پیما / اشکان سهرابی / صادق لاریجانی,RASA TV interview with Zahra Nikpeyma,مصاحبه تلویزیون رسا با زهرا نیک پیما ,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_064.mp4,۱۳۹۰/۰۳/۰۳,5/24/11,2011-05-24,,,Khorramshahr,خرمشهر,Iran,ایران,This is a RASA TV interview with Seyed Amir regarding the poor condition of the military veterans who fought for the liberation of Khoramshahr. ,این ویدیو به مصاحبه تلویزیون رسا با سید امیر پیرامون وضیعت بد جانبازان جنگی که برای آزادی خرمشهر جنگیده اند، اختصاص داده شده است.,RASA TV,تلویزیون رسا,Seyyed Amir,سید امیر,RASA TV interview with Seyed Amir,مصاحبه تلویزیون رسا با سید امیر,moving image,Television programs / Interviews,"30.425622, 48.189118"
rasatv2_065.mp4,۱۳۸۹/۱۲/۲۵,3/16/11,2011-03-16,,,Madrid,مادرید,Spain,اسپانیا,"This is a RASA TV interview with Morteza Kazemian, a journalist, regarding the interview of President Mahmoud Ahmadinejad with a Spanish national television.",این ویدیو به مصاحبه تلویزیون رسا با مرتضی کاظمیان، خبرنگار، پیرامون مصاحبه احمدینژاد با یک تلویزین ملی اسپانیایی اختصاص دارد.,RASA TV,تلویزیون رسا,Morteza Kazemian,مرتضی کاظمیان,RASA TV interview with Morteza Kazemian,مصاحبه تلویزیون رسا با مرتضی,moving image,Television programs / Interviews,"40.416775, -3.70379"
rasatv2_066.mp4,۱۳۸۹/۱۲/۲۸,3/19/11,2011-03-19,,,Geneva,ژنو ,Switzerland,سویس,This is a RASA TV interview with Stephan Shay regarding the recent U.N. human rights meeting in which he showed his support for the political and civil rights movements in the Middle East. ,این ویدیو به مصاحبه تلویزیون رسا با استفن شیهای پیرامون اجلاس حقوق بشر سازمان ملل که در آن حمایت خود را از جنبشهای مردمی در خاورمیانه نشان داد، اختصاص داده شده است.,RASA TV,تلویزیون رسا,Stephen Shihai,استفن شیهای,RASA TV interview with Stephan Shay,مصاحبه تلویزیون رسا با استفن شیهای,moving image,Television programs / Interviews,"46.2044, 6.1432"
rasatv2_067.mp4,۱۳۸۹/۱۰/۲۶,1/16/11,2011-01-16,,,Geneva,ژنو ,Switzerland,سویس,"This is a RASA TV interview with Khadijeh Moghadam, a human rights activist, regarding the protests against the imprisonment of Nasrin Sotoudeh in front of United Nations office in Geneva. ",این ویدیو به مصاحبه تلویزیون رسا با خدیجه مقدم، فعال حقوق بشر، پیرامون تظاهرات مقابل دفتر سازمان ملل در ژنو در اعتراض به زندانی کردن نسرین ستوده اختصاص داده شده است.,RASA TV,تلویزیون رسا,Khadijeh Moghaddam / Nasrin Sotoudeh,خدیجه مقدم / نسرین ستوده,RASA TV interview with Khadijeh Mogahdam,مصاحبه تلویزیون رسا با خدیجه مقدم,moving image,Television programs / Interviews,"46.2044, 6.1432"
rasatv2_068.mp4,۱۳۸۹/۱۰/۰۷,12/28/10,2010-12-28,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Zahra Rahnavard, the wife of Mir Hossein Mousavi, regarding the changes that the Green Movement has experienced.  ",این ویدیو به مصاحبه تلویزیون رسا با زهرا رهنورد، همسر میر حسین موسوی، پیرامون تغیراتی که جنبش سبز طی کرده اختصاص دارد.,RASA TV,تلویزیون رسا,Zahra Rahnavard,زهرا رهنورد,RASA TV interview with Zahra Rahnavard,مصاحبه تلویزیون رسا با زهرا رهنورد,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_069.mp4,۱۳۸۹/۰۵/۲۲,8/13/10,2010-08-13,,,Tehran,تهران,Iran,ایران,This is a RASA TV interview with Yadollah Eslami regarding the role RASA TV can play as an independent media to help the Green Movement. ,این ویدیو به مصاحبه تلویزیون رسا با یدالله اسلامی پیرامون نقشی که تلویزیون رسا به عنوان یک رسانه مستقل در کمک به جنبش سبز دارد اختصاص دارد.,RASA TV,تلویزیون رسا,Yadollah Eslami,ید الله اسلامی,RASA TV interview with Yadollah Eslami,مصاحبه تلویزیون رسا با یدالله اسلامی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_070.mp4,۱۳۸۹/۰۵/۲۲,8/13/10,2010-08-13,,,Tehran,تهران,Iran,ایران,This is a RASA TV interview with Yadollah Eslami regarding the reaction of some of the political prisoners and human rights activists to a controversial comment made by Sardar Moshfegh about the 2009 presidential election. ,این ویدیو به مصاحبه تلویزیون رسا با یدالله اسلامی پیرامون واکنش برخی از زندانیان سیاسی و فعالان حقوق بشر به اظهار نظر های بحث برانگیز سردارد مشفق درباره انتخابات ۸۸ اختصاص دارد.,RASA TV,تلویزیون رسا,Yadollah Eslami,ید الله اسلامی,RASA TV interview with Yadollah Eslami,مصاحبه تلویزیون رسا با یدالله اسلامی,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_071.mp4,۱۳۸۹/۱۱/۲۴,2/13/11,2011-02-13,,,London,لندن,United Kingdom,انگلستان,This is a RASA TV interview with Maryam Bin Omar regarding the Green Movement in Iran.,این ویدیو به مصاحبه تلویزیون رسا با مریم بن عمر پیرامون جنبش سبز در ایران اختصاص داده شده است.,RASA TV,تلویزیون رسا,Maryam Bin Omar,مریم بن عمر,RASA TV interview with Maryam Bin Omar,مصاحبه تلویزیون رسا با مریم بن عمر,moving image,Television programs / Interviews,"51.5072, 0.1275"
rasatv2_072.mp4,۱۳۸۹/۱۲/۱۰,3/1/11,2011-03-01,,,Paris,پاریس,France,فرانسه," This video is a RASA TV interview with Ardeshir Amir Arjmand, the spokesman of the Coordination Council of the Green Path of Hope, regarding the house arrest of the Green Movement leaders. ",این ویدیو به پخش مصاحبه  تلویزیون رسا با اردشیر امیرارجمند، سخنگوی شورای هماهنگی راه سبز امید، پیرامون حصر خانگی رهبران جنبش سبز اختصاص داده شده است. ,RASA TV,تلویزیون رسا,Ardeshir Amir Arjmand,اردشیر امیر ارجمند,RASA TV interview with Ardeshir Amir Arjmand,مصاحبه تلویزیون رسا با اردشیر امیر,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_073.mp4,۱۳۹۰/۰۱/۰۴,3/24/11,2011-03-24,,,London,لندن,United Kingdom,انگلستان,"This is a RASA TV interview with Yousef Azizi, a journalist and human rights activist, regarding Iran’s lack of reaction to the suppression of protests in Syria.  ",این ویدیو به مصاحبه تلویزیون رسا با یوسف عزیزی، روزنامه نگار و فعال حقوق بشر، پیرامون عدم واکنش دولت ایران به سرکوب تظاهرات مردم سوریه اختصاص داده شده است.,RASA TV,تلویزیون رسا,Yousef Azizi,یوسف عزیزی,RASA TV interview with Yousef Azizi,مصاحبه تلویزیون رسا با یوسف عزیزی,moving image,Television programs / Interviews,"51.5072, 0.1275"
rasatv2_074.mp4,۱۳۹۰/۰۱/۰۲,3/22/11,2011-03-22,,,San Francisco,سان فرانسیسکو,United States of America,ایالت متحده آمریکا,This is a RASA TV interview with Bahram Rahimi regarding the arrest of two children’s rights activists in Iran. ,این ویدیو به مصاحبه تلویزیون رسا با بهرام رحیمی پیرامون بازداشت دو تن از فعالان حقوق کودکان در ایران اختصاص دارد.,RASA TV,تلویزیون رسا,Bahram Rahimi,بهرام رحیمی,RASA TV interview with Hassan Nayeb Hashem,مصاحبه تلویزیون رسا با بهرام رحیمی,moving image,Television programs / Interviews,"37.7833, 122.4167"
rasatv2_075.mp4,۱۳۸۹/۱۲/۲۴,3/15/11,2011-03-15,,,Geneva,ژنو ,Switzerland,سویس,"This is a RASA TV interview with Hassan Nayeb Hashem, a human rights activists, regarding the report of the United Nations Secretary-General on the situation of human rights in Iran.  ",این ویدیو به مصاحبه تلویزیون رسا با حسن نایب هاشم، فعال حقوق بشر، پیرامون گزارش دبیر کل سازمان ملل متحد از وضعیت حقوق بشر در ایران اختصاص داده شده است.,RASA TV,تلویزیون رسا,Hassan Nayeb Hashem,حسن نایب هاشم,RASA TV interview with Bahram Rahimi,مصاحبه تلویزیون رسا با حسن نایب هاشم,moving image,Television programs / Interviews,"46.2044, 6.1432"
rasatv2_076.mp4,۱۳۸۹/۰۹/۰۴,11/25/10,2010-11-25,,,Paris,پاریس,France,فرانسه,This is a RASA TV interview with Hamzeh Ghalebi regarding Mir Hossein Mousavi’s latest statement in which he addresses students and their value to the Green Movement.,این ویدیو به مصاحبه تلویزیون رسا با حمزه غالبی پیرامون بیانیه اخیر میر حسین موسوی که در آن دانشجویان را مورد خطاب قرار داده، اختصاص داده شده است.,RASA TV,تلویزیون رسا,Hamzeh Ghalebi,حمزه غالبی,RASA TV interview with Hamzeh Ghalebi,مصاحبه تلویزیون رسا با حمزه غالبی,moving image,Television programs / Interviews,"48.8567, 2.3508"
rasatv2_077.mp4,۱۳۹۰/۰۱/۰۷,3/27/11,2011-03-27,,,Boston,بوستون,United States of America,ایالت متحده آمریکا,This is a RASA TV interview with Mehrangiz Kar regarding Tehran’s reaction to the United Nations' resolution for Iran. ,این ویدیو به مصاحبه تلویزیون رسا با مهرانگیز کار پیرامون واکنش تهران به قطعنامه سازمان ملل متحد برای ایران اختصاص داده شده است.,RASA TV,تلویزیون رسا,Mehrangiz Kar,مهر انگیز کار,RASA TV interview with Mehrangiz Kar,مصاحبه تلویزیون رسا با مهرانگیز کار,moving image,Television programs / Interviews,"42.3601, 71.0589"
rasatv2_078.mp4,۱۳۹۰/۰۳/۱۲,6/2/11,2011-06-02,,,,,Germany,آلمان,This is a RASA TV interview with Khadijeh Moghadam regarding the funeral of Haleh Sahabi.,  این ویدیو به مصاحبه تلویزیون رسا با خدیجه مقدم پیرامون مراسم خاکسپاری هاله سحابی اختصاص داده شده است.,RASA TV,تلویزیون رسا,Khadijeh Moghaddam / Haleh Sahabi,خدیجه مقدم / هاله سحابی,RASA TV interview with Khadije Moghadam,مصاحبه تلویزیون رسا با خدیجه مقدم,moving image,Television programs / Interviews,"51.1657, 10.4515"
rasatv2_079.mp4,۱۳۹۰/۰۳/۲۲,6/12/11,2011-06-12,,,Tehran,تهران,Iran,ایران,"This is a RASA TV interview with Firouzeh Saber, Hoda Saber’s sister, regarding the death of Hoda while he was on a hunger strike in prison. ",این ویدیو به مصاحبه تلویزیون رسا با فیروزه صابر، خواهر هدی صابر، پیرامون مرگ هدی در حین اعتصاب غذا در زندان اختصاص داده شده است.,RASA TV,تلویزیون رسا,Firouzeh Saber / Hoda Saber,فیروزه صابر / هدی صابر,RASA TV interview with Firouzeh Saber,مصاحبه تلویزیون رسا با فیروزه صابر,moving image,Television programs / Interviews,"35.69439, 51.42151"
rasatv2_080.mp4,۱۳۹۰/۰۲/۱۸,5/8/11,2011-05-08,,,Gothenburg,گوتنبرگ,Sweden,سوئد,This is a RASA TV interview with Sajjad Veis-Moradi regarding the Iranian university students' country-wide protests.  ,این ویدیو به مصاحبه تلویزیون رسا با سجاد ویس مرادی پیرامون تظاهرات دانشجویان ایرانی در سراسر کشور اختصاص دارد.,RASA TV,تلویزیون رسا,Sajjad Veis-Moradi,سجاد ویس مرادی,RASA TV interview with Sajad Vismoradi,مصاحبه تلویزیون رسا با سجاد ویس مرادی,moving image,Television programs / Interviews,"57.7089, 11.9746"
rasatv2_081.mp4,۱۳۹۰/۰۲/۱۱,5/1/11,2011-05-01,,,Paris,پاریس,France,فرانسه,This is a RASA TV interview with Saeid Peivandi regarding the possible impacts that elimination of subsidies may have on the Iranian teachers.,این ویدیو به مصاحبه تلویزیون رسا با سعید پیوندی پیرامون تاثیرات احتمالی کنار گذاشتن یارانه ها بر معلمان اختصاص دارد.,RASA TV,تلویزیون رسا,Saeid Peivandi,سعید پیوندی,RASA TV interview with Saeid Peyvandi,مصاحبه تلویزیون رسا با سعید پیوندی,moving image,Television programs / Interviews,"48.8567, 2.3508"
