filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz1830.mp4,۱۳۸۸/۱۲/۰۴,02/23/2010,2010-02-23,,,Tehran ,تهران,Iran ,ایران,Video displays music and footage in Memory of Sohrab Aarabi including footage of his funeral. Sohrab was killed at the age of 19 during the aftermaths of 2009 elections.,ویدیو تصاویری را به همراه آهنگی به یادبود سهراب اعرابی شامل تصاویری از مراسم خاکسپاری وی نشان میدهد. سهراب در سنّ ۱۹ سالگی در جریانات پس از انتخابات ۱۳۸۸ کشته شد.,Police Brutality / Tribute,درندگی پلیس / یادبود,,,In Memory of Sohrab Aarabi ,در یادبود سهراب اعرابی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1831.mp4,۱۳۸۸/۰۹/۲۰,12/11/2009,2009-12-11,,,Tehran ,تهران,Iran ,ایران,"Video displays pictures and footage along with music in support of Majid Tavakoli, student activist and former prisoner of conscience.",ویدیو تصاویری را به همراه آهنگی در حمایت از مجید توکلی فعال دانشجویی و زندانی سابق عقیدتی‌ نشان میدهد.,Prisoner of Conscience / Tribute,زندانی عقیدتی‌ / یادبود,,,In Support of Majid Tavakoli,در حمایت از مجید توکلی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1832.mp4,۱۳۸۸/۰۴/۱۱,07/02/2009,2009-07-02,,,,,Iran ,ایران,Video displays different pictures of protests.,ویدیو تصاویر مختلفی‌ از تظاهرات را نشان میدهد.,Protest,تظاهرات,,,Protests ,تظاهرات,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1833.mp4,۱۳۸۸/۱۰/۰۶,12/27/2009,2009-12-27,,,Tehran ,تهران,Iran ,ایران,"Vdeo takes a look into the protests and chaos happening on the day of Ashura of 2009 in Tehran and other cities. Video contains footage of attacks on Jamaran mosque in Tehran, residence of clergyman Yousef Saanei and Qoba mosque in Shiraz. Murder of Shahram Farajzadeh Tarani by the police officer who ran him over 3 times is also displayed. ",ویدیو نگاهی‌ بر تظاهرات روز عاشورا ۱۳۸۸ در تهران و شهرهای دیگر می‌اندازد. ویدیو شامل تصاویری از حمله‌های به حسینیه جماران، بیت آیت‌الله یوسف صانعی، و مسجد قبا در شیراز می‌باشد. ویدیو همچنین قتل شهرام فرجزاده تارانی را توسط افسر پلیسی‌ که وی را ۳ دفعه با ماشین پلیس زیر گرفت نشان میدهد.,Police Brutality / Basij / Protest,درندگی پلیس / بسیج / تظاهرات,Shahram Farajzadeh Tarani / Shahrokh Rahmani ,شهرام فرجزاده تارانی / شاهرخ رحمانی ,Day of Ashura of 2009,عاشورا ۱۳۸۸,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1834.mp4,۱۳۸۸/۱۰/۰۶,12/27/2009,2009-12-27,,,Tehran ,تهران,Iran ,ایران,"Vdeo takes a look into the protests and chaos happening on the day of Ashura of 2009 in Tehran and other cities. Video contains footage of attacks on Jamaran mosque in Tehran, residence of clergyman Yousef Saanei, and Qoba mosque in Shiraz.",ویدیو نگاهی‌ بر تظاهرات روز عاشورا ۱۳۸۸ در تهران و شهرهای دیگر می‌اندازد. ویدیو شامل تصاویری از حمله‌های به حسینیه جماران، بیت آیت‌الله یوسف صانعی، و مسجد قبا در شیراز می‌باشد. ,Police Brutality / Basij / Protest,درندگی پلیس / بسیج / تظاهرات,,,Day of Ashura of 2009,عاشورا ۱۳۸۸,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1835.mp4,۱۳۸۹/۰۴/۱۰,07/01/2010,2010-07-01,,,,,Iran ,ایران,Video displays national TV’s interview with students in a government organized student day rally regarding the significance of student day. Type of answers provided by the young attending students is a remark on the nature of the rally and interview. Student day (Nov 4) is named after the day of mass killing of student protestors in University of Tehran during Pahlavi reign in 1978 and is different from Collegian day (Dec 7). A year later the US embassy was occupied in Tehran by supposed students.,ویدیو تصاویری را از مصاحبه تلویزیون ملی‌ با دانش آموزان حاضر در یک راهپیمایی دولتی روز دانش آموز نشان میدهد. جوابهای داده شده توسط دانش آموزان نوجوان شرکت کننده با ماهیت این راهپیمایی و مصاحبه مربوط است. روز دانش آموز (۱۳ آبان) روز کشتار دسته جمعی‌ دانشجویان تظاهرکننده در دانشگاه تهران در دوران حکومت پهلوی در ۱۳۵۷ و با روز دانشجو (۱۶ آذر) متفاوت است. یک سال بعد سفارت آمریکا توسط فرضاً دانش آموزان اشغال شد.,Islamic Republic / Suppression,جمهوری اسلامی / سرکوب,,,What is the significance of student day?,روز دانش آموز چه روزی است؟,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1836.mp4,۱۳۸۹/۰۶/۱۲,09/03/2010,2010-09-03,Qoba Mosque,مسجد قبا,Shiraz,شیراز,Iran ,ایران,"Video displays parts of the controversial statements by Ali Mohammad Dastgheib Shirazi about supreme leadership and footage of the consequent attack on Qoba Mosque – primary of mosque of Dastgheib. Attack was coordinated by a combination of Khamenei supporters, Basij, and armed forces.",ویدیو قسمتی‌ از سخنان جنجال برانگیز علی‌ محمد دستغیب شیرازی را پیرامون ولایت فقیه و حمله متعاقب آن سخنان به مسجد قبا – مسجد اصلی‌ دستغیب – نشان میدهد. حمله توسط ترکیبی‌ از طرفداران خامنه‌ای، بسیج، و نیروهای مسلّح انجام شده بود.,Police Brutality / Supreme Leadership / Basij,درندگی پلیس / ولایت فقیه / بسیج,Ali Mohammad Dastgheib Shirazi / Ali Khamenei,علی‌ محمد دستغیب شیرازی / علی‌ خامنه ای,Attack on Qoba Mosque,حمله به مسجد قبا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"29.611798, 52.543407"
khiz1838.mp4,۱۳۸۸/۱۰/۲۸,01/18/2010,2010-01-18,,,,,Iran ,ایران,"Video displays footage of Iranian politicians including Mir-Hossein Mousavi, Mehdi Karroubi, Mohsen Kadivar, and Hussein-Ali Montazeri condemning the current social and political circumstances. The film was to be an invitation to protest on the approaching February 11.",ویدیو تصاویری را از سیاستمداران ایرانی‌ از جمله میر حسین موسوی، مهدی کروبی، محسن کدیور، و حسین علی‌ منتظری در حال محکوم کردن شرایط اجتماعی و سیاسی کنونی‌ نشان میدهد. این ویدیو به عنوان دعوتی برای تظاهرات در ۲۲ بهمن در نظر گرفته شده است.,2009 Elections,انتخابات ۱۳۸۸,Mir-Hossein Mousavi / Mehdi Karroubi / Mohsen Kadivar / Hussein-Ali Montazeri ,میر حسین موسوی / مهدی کروبی / محسن کدیور / حسین علی‌ منتظری ,Green Bahman,بهمن سبز,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1839.mp4,۱۳۸۸/۰۵/۱۳,08/04/2009,2009-08-04,,,,,Iran ,ایران,Video displays a song named “Winter is leaving” along with protests related pictures as a tribute to elections’ victims.,"ویدیو آهنگی را به نام ""زمستان در حال رفتن است"" به همراه عکس‌های مربوط به تظاهرات به یادبود قربانیان انتخابات نشان میدهد.",Tribute,یادبود,,,Winter is Leaving,زمستان در حال رفتن است,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1840.mp4,۱۳۸۸/۰۴/۱۷,07/08/2009,2009-07-08,Laleh Park,پارک لاله,Tehran ,تهران,Iran ,ایران,Video displays women’s rights supporters marching in Laleh Park.,ویدیو تصاویری را از راهپیمایی طرفداران حقوق زنان در پارک لاله نشان میدهد.,Women's Rights / Protest,حقوق زنان / تظاهرات,,,Women's Rights Supporters at Laleh Park,طرفداران حقوق زنان در پارک لاله,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.710485, 51.392908"
khiz1841.mp4,۱۳۸۸/۱۰/۱۶,01/06/2010,2010-01-06,,,,,,,Video displays a soccer match between Iran and Singapore where at the audience are chanting “Ya Hossein Mir Hossein.”,ویدیو تصاویری را از بازی فوتبال ایران و سنگاپور که در آن‌ تماشاچیان به سر دادن یا حسین میر حسین می‌پردازند نشان میدهد.,Sport / Symbolic Resistance,ورزش / مقاومت نمادین,,,Political Slogans at Iran's Soccer Match,شعار‌های سیاسی در بازی فوتبال ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz1842.mp4,۱۳۸۸/۱۱/۲۴,02/13/2010,2010-02-13,,,,,,,Video exhibits “My grade school friend” carol performed by artist Fared Shafinury along with a mostly animated music video.,"ویدیو اجرای ""یار دبستانی من"" را توسط هنرمند فرید شفیع نوری به همراه موزیک ویدیو مربوطه نشان میدهد.",Tribute,یادبود,,,My Grade School Friend,یار دبستانی من,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz1843.mp4,۱۳۸۸/۰۷/۱۵,10/07/2009,2009-10-07,,,,,,,Video displays two artists performing “My grade school friend” carol with flute and the guitar.,"ویدیو اجرای ""یار دبستانی من"" را توسط دو هنرمند با فلوت و گیتار نشان میدهد.",Global Support for Iran,حمایت جهانی‌ برای ایران ,,,My Grade School Friend,یار دبستانی من,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz1844.mp4,۱۳۸۸/۰۵/۱۵,08/06/2009,2009-08-06,,,,,UAE,امارات متحده عربی‌,Video displays the audience of an Iran’s volleyball match in UAE chanting the anthem of “Ey Iran” while exhibiting green clothing.,"ویدیو تصاویری را از تماشاچیان بازی والیبال ایران در امارات متحده عربی‌ در حال خواندن سرود ""ای ایران"" و نمایاندن لباس‌های سبز نشان میدهد.",Sport / Symbolic Resistance,ورزش / مقاومت نمادین,,,Ey Iran Anthem in Iran’s Volleyball Match,سرود‌ ای ایران در بازی والیبال ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"23.424076, 53.847818"
khiz1845.mp4,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Yazd,یزد,Iran ,ایران,Video displays armed forces in trucks and motorcycles chasing after civilians in the streets and an armed forces' truck attempting to run over a civilian motorcycle rider and his passenger.,ویدیو تصاویری را از نیروهای مسلّح سوار بر موتور و ماشین‌های شاسی بلند در حال دنبال کردن مردم و یک ماشین نیروهای مسلّح که اقدام به زیر کردن یک موتورسوار عادی و مسافرش می‌کند نشان میدهد.,Police Brutality / Riot Police / Basij,درندگی پلیس / پلیس ضدّ شورش / بسیج,,,Basij Running over Civilians,بسیج در حال زیر کردن مردم,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"31.897423, 54.356856"
khiz1846.mp4,۱۳۸۸/۱۲/۱۵,03/06/2010,2010-03-06,,,New York ,نیویورک,USA,ایالات متحده آمریکا,"Video displays a concert of the Iranian rock band The Yellow Dogs, not recognized as legal artists by Iranian authorities, performing in New York.",ویدیو کنسرت گروه ایرانی‌ راک یلو داگز را که توسط مقامات ایرانی‌ به رسمیت شناخته نمیشوند در نیویورک نشان میدهد.,Artistic Freedom ,آزادی هنری ,,,The Yellow Dogs Concert,کنسرت یلو داگز,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"40.7127837, -74.0059413 "
khiz1847.mp4,۱۳۸۹/۰۸/۰۶,10/28/2010,2010-10-28,,,,,Iran ,ایران,"Video displays several different footages of types of firearms in use by the police, police brutalities, and armed forces opening fire on civilians with weapons such as assault rifles and riot guns (less-lethal launchers) during protests.",ویدیو تصاویر مختلفی‌ را از سلاح‌های در استفاده توسط پلیس، خشونتهای پلیس، و تیراندازی نیروهای مسلّح به سوی مردم در تظاهرات با اسلحه‌هایی‌ از قبیل کلاشنیکف و تفنگ‌های ضدّ شورش (پرتاب کننده گاز ویا فشنگ باتومی) نشان میدهد.,Suppression / Riot Police ,سرکوب / پلیس‌ ضدّ شورش,,,Open fire on Civilians ,تیراندازی سوی مردم,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1848.mp4,۱۳۸۹/۱۱/۲۵,02/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,"Video displays protestors marching and chanting “down with the dictator,” “my grade school friend,” and “political prisoners must be released.”","ویدیو تظاهرکنندگان را در حال راهپیمایی و سر دادن ""مرگ بر دیکتاتور""، ""یار دبستانی من""، و ""زندانی سیاسی آزاد باید گردد"" نشان میدهد.",Protest,تظاهرات,,,Tehran Protest ,تظاهرات تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1849.mp4,۱۳۸۹/۱۱/۲۵,02/14/2011,2011-02-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors escaping from riot police.,ویدیو تظاهرکنندگان را در حال فرار از پلیس ضدّ شورش نشان میدهد.,Riot Police / Protest,پلیس ضدّ شورش / تظاهرات,,,Escape from Riot Police,فرار از پلیس ضدّ شورش,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1850.mp4,۱۳۸۸/۰۵/۲۰,08/11/2009,2009-08-11,,,Orange County,اورنج کانتی,USA,ایالات متحده آمریکا,Video exhibits a patriotic and social song by Iranian rappers Afra and Khashayar along with Green movement’s pictures.,ویدیو آهنگی اجتماعی و وطن پرستانه به اجرای افرا و خشایار - رپ‌ کن - به همراه عکس‌های جنبش سبز به اجرا می‌گذرد.,Artistic Freedom / Tribute,آزادی هنری / یادبود,,,Testament ,وصیت نامه,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"33.717471, -117.831143"
khiz1851.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1852.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1853.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1854.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1855.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1856.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1857.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,2009 Elections ,انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1858.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,Islamic Center of Northern California,مرکز اسلامی شمال کالیفرنیا,Oakland,اوکلند,USA,ایالات متحده آمریکا,"Video displays Mohsen Kadivar, reformist and philosopher, giving a speech on the elections on the 40th day from the martyrdom of 2009 elections’ victims.",ویدیو محسن کدیور اصلاح طلب و فیلسوف را نشان میدهد که به سخنرانی پیرامون انتخابات در چهلم شهدای وقایع انتخابات ۱۳۸۸ می‌پردازد.,Police Brutality / 2009 Elections ,درندگی پلیس / انتخابات ۱۳۸۸,Mohsen Kadivar,محسن کدیور,Mohsen Kadivar's Speech at Islamic Center of Northern California,سخنرانی محسن کدیور در مرکز اسلامی شمال کالیفرنیا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"37.802248, -122.264053"
khiz1859.mp4,۱۳۸۸/۰۵/۰۳,07/25/2009,2009-07-25,,,Tehran ,تهران,Iran ,ایران,"Video displays Sohrab Aarabi’s mother, Parvin Fahimi, at a meeting with Islamic city council of Tehran narrating the story of her son’s murder",ویدیو مادر سهراب اعرابی، پروین فهیمی، را در نشستی با شورای اسلامی شهر تهران نشان میدهد که به تعریف داستان قتل فرزندش می‌پردازد.,Police Brutality / Islamic Republic,درندگی پلیس / جمهوری اسلامی,Sohrab Aarabi / Parvin Fahimi,سهراب اعرابی / پروین فهیمی,Statements of Sohrab Aarabi's Mother,سخنان مادر سهراب اعرابی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1860.mp4,۱۳۸۸/۰۵/۰۳,07/25/2009,2009-07-25,,,Tehran ,تهران,Iran ,ایران,"Video displays Sohrab Aarabi’s mother, Parvin Fahimi, at a meeting with Islamic city council of Tehran narrating the story of her son’s murder",ویدیو مادر سهراب اعرابی، پروین فهیمی، را در نشستی با شورای اسلامی شهر تهران نشان میدهد که به تعریف داستان قتل فرزندش می‌پردازد.,Police Brutality / Islamic Republic,درندگی پلیس / جمهوری اسلامی,Sohrab Aarabi / Parvin Fahimi,سهراب اعرابی / پروین فهیمی,Statements of Sohrab Aarabi's Mother,سخنان مادر سهراب اعرابی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1861.mp4,۱۳۸۸/۰۵/۱۰,08/01/2009,2009-08-01,,,,,Iran ,ایران,Video displays car passengers in an inner city traffic throwing V signs and exhibiting green ribbons.,ویدیو مسافران ماشین‌های بین راهی‌ را در حال نمایاندن علامت V با انگشتان خود و روبان‌های سبز نشان میدهد.,Protest,تظاهرات,,,Throwing V sign,نمایاندن علامت V,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1862.mp4,۱۳۸۸/۱۲/۲۷,03/18/2010,2010-03-18,,,Tehran ,تهران,Iran ,ایران,Video exhibits Zahra Rahnavard’s message to the people in occasion of Nowruz.,ویدیو پیام نوروزی زهرا رهنورد را نشان میدهد.,Nowruz / 2009 Elections,نوروز / انتخابات ۱۳۸۸,Zahra Rahnavard ,زهرا رهنورد,Zahra Rahnavard's Message in Occasion of Nowruz,پیام نوروزی زهرا رهنورد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1863.mp4,۱۳۸۸/۰۴/۲۳,07/14/2009,2009-07-14,,,Tehran ,تهران,Iran ,ایران,Video displays protestors occupying the streets and chanting “don’t be afraid we are all together” and “Mojtaba die so you would never become the leader.”,"ویدیو تظاهرکنندگان را در حال اشغال خیابان و سر دادن ""نترسید نترسید ما همه باهم هستیم"" و ""مجتبی‌ بمیری رهبری رو نبینی"" نشان میدهد.",Protest,تظاهرات,Mojtaba Khamenei,مجتبی‌ خامنه ای,Slogans against Mojtaba Khamenei,شعار ضدّ مجتبی‌ خامنه‌ای,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1864.mp4,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,Iran University of Science and Technology,دانشگاه علم و صنعت ایران,Tehran ,تهران,Iran ,ایران,"Video displays protestors chanting “down with the dictator,” “Basiji be ashamed and leave our university,” “political prisoners must be released,” “we are not from Kufa to have Yazid’s back,” and “my grade school friend.”","ویدیو تظاهرکنندگان را در حال سر دادن ""مرگ بر دیکتاتور""، ""بسیجی‌ حیا کن دانشگاه رو رها کن""، ""زندانی سیاسی آزاد باید گردد""، ""ما اهل کوفه نیستیم پشت یزید بایستیم""، و ""یار دبستانی من"" نشان میدهد.",Protest,تظاهرات,,,Protest at Iran University of Science and Technology,تظاهرات دانشگاه علم و صنعت ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz1865.mp4,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,Isfahan University of Medical Sciences,دانشگاه علوم پزشکی‌ اصفهان,Isfahan,اصفهان,Iran ,ایران,Video displays protestors marching and chanting the “my grade school friend.”,"ویدیو تظاهرکنندگان را در حال راهپیمایی و سر دادن ""یار دبستانی من"" نشان میدهد.",Protest,تظاهرات,,,Protest at Isfahan University of Medical Sciences,تظاهرات دانشگاه علوم پزشکی‌ اصفهان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"32.601806, 51.659882"
khiz1866.mp4,۱۳۸۸/۱۱/۲۲,02/11/2010,2010-02-11,,,Tehran ,تهران,Iran ,ایران,Video displays a helicopter In Tehran’s air territory during the protests timeline.,ویدیو تصاویری را از یک هلیکوپتر در محدوده هوایی‌ تهران در زمان تظاهرات نشان میدهد.,Riot Police,پلیس‌ ضدّ شورش,,,Riot Police in Tehran,پلیس‌ ضدّ شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
khiz1867.mp4,۱۳۸۸/۱۱/۲۲,02/11/2010,2010-02-11,,,Tehran ,تهران,Iran ,ایران,Video displays large numbers of riot police in streets of Tehran.,ویدیو تعداد کثیری از پلیس‌های ضدّ شورش را در خیابان‌های تهران نشان میدهد.,Riot Police,پلیس‌ ضدّ شورش,,,Riot Police in Tehran,پلیس‌ ضدّ شورش در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151 "
