filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords / Chants / Slogans (English),Keywords / Chants / Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,Genre (English),Genre (Farsi),"Lat, Lon"
khiz0065.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting “Allahu Akbar (God is [the] Greatest),” and the people in cars are honking their horns to show their support.","این ویدیو تظاهر کنندگان ایرانی‌ در حال سر دادن شعار ""الله اکبر"" و رانندگان ماشین در حال بوق زدن برای نشان حمایتشان را نشان میدهد.",Protest / Symbolic Resistance,تظاهرات / مقاومت نمادین,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0066.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows police officers trying to take some of the protestors into custody.,این ویدیو تلاش پلیس برای دستگیری عده‌ای از تظاهرکنندگان را نشان میدهد.,Police Brutality,درندگی پلیس,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0067.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian citizens protesting and people in cars honking their horns to show their support of the Green Movement.,این ویدیو تظاهر کنندگان ایرانی‌ و بوق زدن رانندگان به نشان حمایت از تظاهر کنندگان را نشان میدهد.,Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0068.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,Iranians are mourning the death of Neda Agha-Soltan and chanting slogans against the government.,ایرانیان در حال سوگواری برایِ مرگ ندا آقا سلطان و سر دادن شعارهایی بر ضدّ دولت میباشند.,Protest,تظاهرات,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0069.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,Iranians are mourning the death of Neda Agha-Soltan and chanting slogans against the government.,ایرانیان در حال سوگواری برایِ مرگ ندا آقا سلطان و سر دادن شعارهایی بر ضدّ دولت میباشند.,Protest,تظاهرات,Neda Agha-Soltan,ندا آقا سلطان,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0070.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows a banner of Mir Hossein Mousavi, one of the Green Movement leaders, on a wall at the entrance of Resalat Expressway.",این ویدیو عکس میر حسین موسوی بر روی یک دیوار در ورودی تونل رسالت را نشان میدهد.,Symbolic Resistance,مقاومت نمادین ,Mir Hossein Mousavi,میر حسین موسوی,A Banner of Mir Hossein Mousavi,عکس میر حسین موسوی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0071.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows the passenger of a car holding a picture of Mir-Hossein Mousavi while people in other cars are honking their horns in order to show their support.,این ویدیو یک شخصی‌ را نشان میدهد که عکس میر حسین موسوی را نگاه داشته از درونِ ماشین در حالیکه رانندگان دیگر برای نشان دادن حمایت خود از جنبش سبز بوق خود را به صدا در آو‌رند.,Symbolic Resistance,مقاومت نمادین ,Mir Hossein Mousavi,میر حسین موسوی,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0072.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows the passenger of a car holding a picture of Mir-Hossein Mousavi while people in other cars are honking their horns in order to show their support.,این ویدیو یک شخصی‌ را نشان میدهد که عکس میر حسین موسوی را نگاه داشته از درونِ ماشین در حالیکه رانندگان دیگر برای نشان دادن حمایت خود بوق ماشین را به صدا در آو‌رند.,Symbolic Resistance,مقاومت نمادین ,Mir Hossein Mousavi,میر حسین موسوی,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0073.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows people in cars on the streets of Tehran honking their horns to show their support of the Green Movement.,این ویدیو رانندگان شهر تهران را نشان میدهد که به نشان حمایت از جنبش سبز بوق ماشین خود را به صدا در آو‌رند.,Symbolic Resistance,مقاومت نمادین ,,,Horn-honking,بوق زدن,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0074.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “down with the dictator.”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""مرگ بر دیکتاتور"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0075.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “reach help from Allah, and victory is near. Down with a government that defrauds people,” and “down with the dictator.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""نصر من الله و فتح قریب، مرگ بر این دولت مردم فریب"" و ""مرگ بر دیکتاتور"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0076.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “our Neda is not dead; it’s the government that has died”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعار ""ندای‌ ما نمرده؛ این دولت که مرده"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0077.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting slogans such as “Mojtaba (supreme leader's son), we hope you die, and never become the leader,” and “today is the day of mourning. The green nation of Iran is mourning.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مجتبی‌ بمیری، رهبری را نبینی"" و ""عزا عزاست امروز، روز عزاست امروز، ملت سبز ایران، صاحب عزاست امروز"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0079.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters holding their hands up in the air and showing the victory sign while chanting “Allahu Akbar (God is [the] Greatest).”,"این ویدیو تظاهرکنندگان ایرانی‌ در حالیکه علامت پیروزی را با دست نشان میدهند و فریاد ""الله اکبر"" میزنند را نشان میدهد.",Protest / Victory sign,تظاهرات / علامت پیروزی,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0080.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters holding their hands up in the air and showing the victory sign while chanting slogans such as: “Ya Hossein, Mir Hossein,” and “Allahu Akbar (God is [the] Greatest).”","این ویدیو تظاهرکنندگان ایرانی‌ در حال نشان دادن علامت پیروزی با دستهایشان و سر دادن شعارهایی همچون ""یا حسین، میر حسین"" و ""الله اکبر"" را نشان میدهد.",Protest / Victory sign,تظاهرات / علامت پیروزی,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0081.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters holding their hands up in the air and showing the victory sign while chanting slogans such as: “Mahmoud the traitor, we wish you would become vagrant, you destroyed our country, you killed the youth; you slaughtered thousands, down with you, down with you” and “Iranians would rather die than be disgraced.”","این ویدیو تظاهرکنندگان ایرانی‌ در حال نشان دادن علامت پیروزی با دستهایشان و سر دادن شعارهایی همچون ""محمود خائن آواره گردی، خاک وطن را ویرانه کردی، کشتی جوانان وطن، الله اکبر، کردی هزاران در کفن، الله اکبر، مرگ بر تو، مرگ بر تو"" و ""ایرانی‌ می‌میرد، ذلت نمی‌پذیرد"" را نشان میدهد.",Protest / Victory sign,تظاهرات / علامت پیروزی,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0082.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows the Iranian protesters thanking the police for not trying to suppress their protest.,این ویدیو تظاهرکنندگان ایرانی‌ در حال تشکر از نیروی انتظامی برای سرکوب نکردن تظاهراتشان را نشان میدهد.,Protest / Riot Police,تظاهرات / پلیس ضد شورش,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0083.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows members of Basij militia heading towards Tehran University on their motorcycles.,این ویدیو افراد نیروهای موتورسوار بسیجی‌ در حال حرکت به سمت دانشگاه تهران را نشان میدهد.,Basij ,بسیج,,,Security Measures in Tehran,شاخص های امنیتی در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0084.mp4,۱۳۸۸/۰۵/۰۸,7/30/2009,2009-07-30,,,Tehran,تهران,Iran,ایران,This video shows Iranian protesters chanting “Allahu Akbar (God is [the] Greatest).”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعر ""الله اکبر"" را نشان میدهد.",Green Movement / Protest ,جنبش سبز / تظاهرات ,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0085.mp4,۱۳۸۸,2009,2009,,,Kermanshah,کرمانشاه,Iran,ایران,Video displays protest at the funeral for Kianoosh Asa on fortieth day of his death. Kianoosh was murdered in the aftermath of 2009 election.,ویدیو تظاهرات در مراسم چهلم کیانوش آسا را نشان میدهد.,Green Movement / Protest ,جنبش سبز / تظاهرات ,Kianoosh Asa,کیانوش آسا,Funeral for Kianoosh Asa,مراسم چهلم کیانوش آسا,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"34.457623, 46.670534"
khiz0086.mp4,۱۳۸۸/۰۸/۱۳,11/4/2009,2009-11-04,,,,,Iran,ایران,Video displays protestors chanting “Karroubi! Our hero! Be the savior of Iran.”,"ویدیو تظاهرکنندگان را در حال سر دادن ""کروبی قهرمان برس به داد ایران"" نشان میدهد.",Green Movement / Protest ,جنبش سبز / تظاهرات ,,,Protest,تظاهرات,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz0087.mp4,۱۳۸۸/۰۷/۱۴,10/6/2009,2009-10-06,Iran University of Science and Technology,دانشگاه علم و صنعت ایران,Tehran,تهران,Iran,ایران,"This video shows Iranian futsal fans chanting slogans such “Ya Hossein, Mir Hossein” during a futsal game.","این ویدیو طرفداران ایرانی‌ فوتسال در حال سر دادن شعارهایی همچون ""یا حسین، میر حسین"" در حین یک بازی فوتسال را نشان میدهد.",Symbolic Resistance / Sport,مقاومت نمادین / ورزش,,,Protest During a Futsal Game,تظاهرات در حین بازی فوتسال,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.742474, 51.50231"
khiz0088.mp4,۱۳۸۸/۰۴/۰۷,9/18/2009,2009-09-18,Hafte Tir Square,میدان هفت تیر,Tehran,تهران,Iran,ایران,This video shows Iranians staging a protest in Tehran; and chanting slogans such as “down with Russia.”,"این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""مرگ بر روسیه"" در تهران را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.715237, 51.426294"
khiz0089.mp4,۱۳۸۸/۰۴/۰۷,9/18/2009,2009-09-18,Hafte Tir Square,میدان هفت تیر,Tehran,تهران,Iran,ایران,This video shows a plainclothes security officer arguing with a woman.,این ویدیو یک مامور لباس شخصی‌ در حالِ جر و بعث با یک زن را نشان میدهد.,Basij / Suppression,بسیج / سرکوب,,,A Security Force Arguing with a Woman,جرو بحث مامور امنیتی با یک خانم,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.715237, 51.426294"
khiz0090.mp4,۱۳۸۸/۰۴/۰۷,9/18/2009,2009-09-18,Hafte Tir Square,میدان هفت تیر,Tehran,تهران,Iran,ایران,"This video shows Iranian protesters chanting such as “long live Montazeri; long endure Saanei,” and “We are not from Kufa to have Yazid’s back” (Yazid is the man who killed Imam Hussein and had deep hatred against prophet’s family).","این ویدیو تظاهرکنندگان ایرانی‌ در حال سر دادن شعارهایی همچون ""منتظری زنده باد، صانعی پاینده باد"" و ""ما اهل کوفه نیستیم، پشت یزید بایستیم"" را نشان میدهد.",Protest,تظاهرات,,,Protest in Tehran,تظاهرات در تهران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.715237, 51.426294"
khiz0091.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows an eighty-five year old woman holding her hand up in the air and showing the victory sign among other Iranian protesters.,این ویدیو یک خانم ۸۵ ساله که دستهای خود را بالا برده و علامت پیروزی را نشان میدهد را میان تظاهرکنندگان به نمایش میگذارد.,Protest,تظاهرات,,,An Eighty-Five Year Old Protester,خانم ۸۵ ساله در تظاهرات,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0092.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows photos of Iran’s post-election protests.,این ویدیو عکسهایی از تظاهرات بعد از انتخابات در ایران را نشان میدهد.,Protest,تظاهرات,,,Photos of Iran’s Post-Election Protests,عکسهایی از تظاهرات بعد از انتخابات در ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0093.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,"This video shows one of the President Ahmadinejad’s interview during which he discusses the reasons that Kamran Lankarani, Iran’s former Minister of Health and Medical Education was replaced. Ahmadinejad says the former minster was so sweet that he wanted to eat him like a peach.","این ویدیو مصاحبه‌ای از رئیس جمهور وقت ایران، احمدی‌نژاد، را نشان میدهد که دلایل عوض شدن وزیر بهداشت، کامران لنکرانی، را توضیح میدهد. احمدی‌ نژاد در طول این مصاحبه می‌گوید: ""لنکرانی آنقدر شیرین بود که می‌خواستم مثل هلو بخورمش.""",Islamic Republic,جمهوری اسلامی,Mahmoud Ahmadinejad / Kamran Lankarani,محمود احمدی‌ نژاد / کامران لنکرانی,President Ahmadinejad’s interview,مصاحبه احمدی‌نژاد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0094.mp4,۱۳۸۸/۰۵/۲۶,8/17/2009,2009-08-17,,,Tehran,تهران,Iran,ایران,This video shows the first public encounter of President Ahmadinejad and Akbar Hashemi Rafsanjani after the 2009 presidential election.,این ویدیو اولین رویارویی محمود احمدی‌نژاد و اکبر هاشمی‌ رفسنجانی‌ پس از انتخابات ریاست جمهوری ۱۳۸۸ را نشان میدهد.,Islamic Republic,جمهوری اسلامی,Mahmoud Ahmadinejad / Akbar Hashemi Rafsanjani,محمود احمدی نژاد / اکبر هاشمی‌ رفسنجانی,First Public Encounter of President Ahmadinejad and Akbar Hashemi Rafsanjani,اولین رویارویی محمود احمدی‌نژاد و اکبر هاشمی‌ رفسنجانی‌,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0096.mp4,۱۳۸۸,2009,2009,,,,,Iran,ایران,"This video shows an Azari song about Iran’s Green Movement and Mir-Hossein Mousavi, one of the Green Movement leaders, along with a footage of pre-election debates.",این ویدیو ترانه‌ی آذری برای جنبش سبز ایران و میر حسین موسوی، یکی‌ از رهبران جنبش سبز، به همراه تصاویری از مناظرههای پیش از انتخابات  را نشان میدهد.,Green Movement,جنبش سبز,Mir-Hossein Mousavi,میر حسین موسوی,Azari Song About Green Movement,ترانه‌ی آذری برای جنبش سبز,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz0097.mp4,۱۳۸۸,2009,2009,Shiraz University,دانشگاه شیراز,Shiraz,شیراز,Iran,ایران,"This video shows a student at the Shiraz University telling Ali Larijani, the speaker of the Parliament, that he does not accept Larijani as the legitimate speaker. Before he is interrupted by some members of Basij organization, he also says that he hates President Ahmadinejad and his hypocrisy.",این ویدیو یک دانشجو در دانشگاه شیراز را نشان میدهد که به علی‌ لاریجانی، سخنگوی مجلس، می‌گوید او را به عنوان سخنگوی مجلس قبول ندارد. پیش از اینکه حرفای این دانشجو توسط برخی‌ از اعضای بسیج قطع بشود، او می‌گوید از احمدی‌نژاد و دروغگویی او متنفر است.,Islamic Consultative Assembly / Student Movement,مجلس شورای اسلامی / جنبش دانشجویی,Ali Larijani,علی‌ لاریجانی,A student rises to address Ali Larijani,دانشجو علی‌ لاریجانی را مورد خطاب قرار میدهد,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"29.646102, 52.49469"
khiz0098.mp4,۱۳۸۸,2009,2009,,,,,Japan,ژاپن,"This video shows a Japanese woman holding a ‘Freedom for Iran’ poster and singing ""The winter is Over"" which is a revolutionary Iranian song.","این ویدیو یک زن ژاپنی که نشانِ ""آزادی برای ایران"" را در دست دارد و سپس شعر ""زمستان سر آمد"" را میخواند را نشان میدهد.",Tribute,یادبود,,,"Japanese woman singing ""The winter is Over""","خواندن شعر ""زمستان سر آمد"" توسط زن ژاپنی",moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"36.204824, 138.252924"
khiz0100.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows the Iranian protesters throwing rocks at the Riot Police and chanting “Allahu Akbar (God is [the] Greatest).”,"این ویدیو تظاهر کنندگان ایرانی‌ در حال پرتاب کردن سنگ به پلیس ضد شورش و سر دادن فریاد ""الله اکبر"" را نشان میدهد.",Protest / Riot Police ,تظاهرات / پلیس ضد شورش ,,,Protesters Throwing Rocks,پرتاب کردن سنگ توسط تظاهر کنندگان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0101.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,This video shows photos of Iran’s post-election protests.,این ویدیو عکسهایی از تظاهرات بعد از انتخابات در ایران را نشان میدهد.,Protest,تظاهرات,,,Photos of Iran’s Post-Election Protests,عکسهایی از تظاهرات بعد از انتخابات در ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0102.mp4,۱۳۸۸/۰۳/۳۰‍,06/20/2009,2009-06-20,,,Tehran,تهران,Iran,ایران,This video shows photos of Iran’s post-election protests.,این ویدیو عکسهایی از تظاهرات بعد از انتخابات در ایران را نشان میدهد.,Protest,تظاهرات,,,Photos of Iran’s Post-Election Protests,عکسهایی از تظاهرات بعد از انتخابات در ایران,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0103.mp4,۱۳۸۸/۰۵/۰۳,07/25/2009,2009-07-25,,,Tehran,تهران,Iran,ایران,This video shows Iranian pedestrians trying to run away from the Riot Police.,این ویدیو عابرین پیاده ایرانی‌ در حال فرار از نیروهای ضد شورش را نشان میدهد.,Riot Police,نیروهای ضد شورش,,,Pedestrians Running Away from the Riot Police.,عابرین پیاده در حال فرار از نیروهای ضد شورش,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0104.mp4,۱۳۸۸,2009,2009,,,Tehran,تهران,Iran,ایران,"This video shows Abbasi, a Revolutionary Guards general, explaining why “holly terrorism” is permissible and even sacred.",این ویدیو عباسی، یکی‌ از فرماندهان سپاه، در حال توضیح دادن ترور مقدس و چرا این ترور مقدس و قابل قبول است را نشان میدهد.,Islamic Republic / Revolutionary Guards Corps,جمهوری اسلامی / سپاه پاسداران انقلاب اسلامی,Hassan Abbasi,حسن عباسی,Abbasi Explaining Holly Terrorism,توضیحات عباسی پیرامون ترور مقدس,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0105.mp4,۱۳۸۸/۰۹/۲۹,12/20/2009,2009-12-20,,,Qom,‌قم,Iran,ایران,"This video shows the arrival of Abdollah Nori, an Iranian reformist politician and cleric, to Qom.",این ویدیو رسیدن عبدالله نوری، روحانی و سیاستمدار اصلاح طلب، به ‌قم را نشان میدهد.,Clergy,روحانیت,Abdollah Nori,عبدالله نوری,Arrival of Abdollah Nori to Qom,,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"34.6399443, 50.8759419"
khiz0106.mp4,۱۳۸۸,2009,2009,,,,,Iran,ایران,This video shows a song by Abjeez band in support of Iran’s Green Movement.,این ویدیو آهنگ گروه آبجیز برای یه حمایت از از جنبش سبز ایران را نشان میدهد.,Tribute ,یادبود,,,A Song by Abjeez Band,ترانه ای از گروه آبجیز,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,
khiz0107.mp4,۱۳۸۸/۰۵/۱۹,8/10/2009,2009-08-10,,,Tehran,تهران,Iran,ایران,"This video shows the court trial of Mohammad Ali Abtahi, former Iranian vice president.",این ویدیو دادگاه محمد علی‌ ابطحی، مشاور رئیس جمهور پیشین، را نشان میدهد.,Trial / Islamic Republic / Suppression,دادگاه / جمهوری اسلامی / سرکوب,Mohammad Ali Abtahi,محمد علی‌ ابطحی,Trial of Mohammad Ali Abtahi,دادگاه محمد علی‌ ابطحی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0108.mp4,۱۳۸۸/۰۵/۱۹,8/10/2009,2009-08-10,,,Tehran,تهران,Iran,ایران,"This video shows the court trial of Mohammad Ali Abtahi, former Iranian vice president.",این ویدیو دادگاه محمد علی‌ ابطحی، مشاور رئیس جمهور پیشین، را نشان میدهد.,Trial / Islamic Republic / Suppression,دادگاه / جمهوری اسلامی / سرکوب,Mohammad Ali Abtahi,محمد علی‌ ابطحی,Trial of Mohammad Ali Abtahi,دادگاه محمد علی‌ ابطحی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0109.mp4,۱۳۸۸/۰۵/۱۹,8/10/2009,2009-08-10,,,Tehran,تهران,Iran,ایران,"This video shows the court trial of Mohammad Ali Abtahi, former Iranian vice president.",این ویدیو دادگاه محمد علی‌ ابطحی، مشاور رئیس جمهور پیشین، را نشان میدهد.,Trial / Islamic Republic / Suppression,دادگاه / جمهوری اسلامی / سرکوب,Mohammad Ali Abtahi,محمد علی‌ ابطحی,Court Trial of Mohammad Ali Abtahi,دادگاه محمد علی‌ ابطحی,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0110.mp4,۱۳۸۸,2009,2009,University of Tehran,دانشگاه تهران,Tehran,تهران,Iran,ایران,This video shows damages that raids carried out by Basiji militiamen caused to the dormitory of University of Tehran.,این ویدیو خسارت وارده به خوابگاه دانشجویان دانشگاه تهران توسط نیروهای بسیجی‌ را نشان میدهد.,Police Brutality / Basij / Suppression,درندگی پلیس / بسیج‌ / سرکوب,,,Dormitory Raids by Basiji Militiamen,حملهٔ بسیجیان به خوابگاه دانشجویان,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.702285, 51.395711"
khiz0113.mp4,۱۳۸۸,2009,2009,,,,,Iran,ایران,This video shows Ahmad Montazeri’s message to supporters of the Green Movement in Malaysia.,این ویدیو پیام احمد منتظری به حامیان جنبش سبز در مالزی را نشان میدهد.,Green Movement,جنبش سبز,Ahmad Montazeri,احمد منتظری,Ahmad Montazer’s Message,پیام احمد منتظری,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"35.69439, 51.42151"
khiz0114.mp4,۱۳۸۸/۰۵/۰۱,7/23/2009,2009-07-23,,,New York,نیویورک,United States of America,ایالت متحده آمریکا,This video shows Ahmad Batebi’s speech during an event held in New York called 'Hunger Strike for Iran'.,این ویدیو سخنرانی‌ احمد باطبی در مراسمی به نام اعتصاب غذا برای ایران که در شهر نیویورک برگزار شد را نشان میدهد.,Speech / Hunger Strike / Global Support for Iran,سخنرانی / اعتصاب غذا / حمایت جهانی برای ایران,Ahmad Batebi,احمد باطبی,Ahmad Batebi’s Speech in New York,سخنرانی‌ احمد باطبی در نیویورک,moving image,digital moving image formats / video recordings,در قالب ویدیو دیجیتالی / در قالب ویدیو دیجیتالی ,"40.7127837, -74.0059413"
