filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
greenday1_001.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement / Symbolic Resistance,روز دانش آموز / جنبش دانشجویی / مقاومت نمادین ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_002.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_003.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_004.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_005.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_006.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_007.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_008.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_009.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_010.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_011.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_012.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_013.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_014.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_015.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_016.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_017.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_018.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_019.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_020.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_021.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_022.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_023.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_024.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_025.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_026.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_027.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
greenday1_028.jpg,۱۳۸۸/۰۸/۱۳,11/04/2009,2009-11-04,,,Tehran,تهران,Iran,ایران,This poster shows an invitation to protest on the Student Day.,این پوستر دعوتی را به تظاهرات در روز دانش آموز نشان میدهد.,Student Day / Student Movement,روز دانش آموز / جنبش دانشجویی ,,,Call to Protest on Student Day,دعوت به تظاهرات در روز دانش آموز,still image,"35.689198, 51.388974",Posters,پوستر
