filename,Date (Farsi),Date (Gregorian),Date (Normalized),Place (English),Place (Farsi),City (English-LCSH),City (Farsi),Country (English),Country (Farsi),Description (English),Description (Farsi),Keywords/Chants/Slogans (English),Keywords/Chants/Slogans (Farsi),Names (English),Names (Farsi),Title (English),Title (Farsi),Physical Type,"Lat, Lon",Genre (English),Genre (Farsi)
azarposters1_001.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,University of Tehran,دانشگاه تهران,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,image,"35.705808, 51.402091",Posters,پوستر
azarposters1_002.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_003.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_004.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_005.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_006.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_007.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_008.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_009.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,University of Tehran,دانشگاه تهران,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.705808, 51.402091",Posters,پوستر
azarposters1_010.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_011.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_012.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_013.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_014.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_015.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
azarposters1_016.jpg,۱۳۸۸/۰۹/۱۶,12/07/2009,2009-12-07,,,Tehran,تهران,Iran,ایران,This poster displays an invitation to protest on the national collegiate day.,این پوستر دعوتنامه ای را برای تظاهرات در روز دانشجو نشان میدهد.,Student Movement,جنبش دانشجویی,,,Call to Protest on Collegiate Day,دعوت به تظاهرات در روز دانشجو,still image,"35.689198, 51.388974",Posters,پوستر
